t_index term df
1752 fremont 2
1753 french 6
1754 frequent 6
1755 fresh 1
1756 friday 39
1757 friend 13
1758 frighten 12
1759 front 12
1760 froze 3
1761 fruit 1
1762 frustrat 5
1763 fsb 2
1764 fudg 1
1765 fuel 5
1766 fugimori 1
1767 fugit 12
1768 fujimori 15
1769 full 10
1770 fullest 2
1771 fulli 3
1772 function 2
1773 functionari 2
1774 fund 10
1775 fundamentalist 2
1776 fundrais 1
1777 funni 1
1778 furious 2
1779 furnish 1
1780 futur 6
1781 ga 3
1782 gaig 1
1783 gain 12
1784 gal 1
1785 gale 2
1786 gallup 2
1787 gallust 1
1788 galo 4
1789 galvin 1
1790 game 10
1791 gandhinagar 1
1792 gang 4
1793 gape 1
1794 garag 1
1795 garcia 4
1796 garden 3
1797 garland 1
1798 garri 1
1799 gase 1
1800 gash 1
1801 gate 4
1802 gather 18
1803 gave 8
1804 gay 2
1805 gaza 1
1806 gaze 1
1807 gazett 1
1808 gbagbo 8
1809 gene 2
1810 gener 38
1811 gentli 1
1812 geoff 1
1813 geolog 8
1814 georg 16
1815 georgi 1
1816 georgia 1
1817 gerhard 3
1818 german 4
1819 germani 2
1820 gestur 2
1821 get 46
1822 getaway 1
1823 giant 2
1824 gift 4
1825 gimbel 1
1826 girl 5
1827 give 27
1828 given 16
1829 glad 4
1830 gladkovich 1
1831 glanc 1
1832 glass 2
1833 glimps 1
1834 global 4
1835 globe 1
1836 gloria 1
1837 glove 1
1838 glue 4
1839 go 56
1840 god 3
1841 goe 8
1842 goh 1
1843 gold 2
1844 golf 1
1845 golfer 1
1846 gon 1
1847 gone 11
1848 good 33
1849 goodby 1
1850 gop 1
1851 gordon 2
1852 gore 11
1853 got 17
1854 gotten 1
1855 gov 12
1856 gove 1
1857 govern 52
1858 government 1
1859 governor 13
1860 grab 1
1861 grace 1
1862 graciou 1
1863 gradual 3
1864 graduat 1
1865 graham 2
1866 grain 1
1867 grand 13
1868 granddaught 1
1869 grandfath 1
1870 grandmaison 1
1871 grandson 2
1872 grant 9
1873 graphic 1
1874 grave 5
1875 gravit 1
1876 great 8
1877 greater 4
1878 greatest 2
1879 greatli 2
1880 greec 2
1881 green 1
1882 greenhous 1
1883 greenway 1
1884 greet 3
1885 greg 3
1886 gregori 1
1887 grew 1
1888 grief 1
1889 griev 1
1890 griffith 1
1891 grim 2
1892 grind 1
1893 grip 3
1894 grosanc 1
1895 grotesqu 1
1896 ground 18
1897 groundstrok 2
1898 groundwork 2
1899 group 21
1900 grow 13
1901 grown 4
1902 growth 3
1903 guadalup 1
1904 guarante 8
1905 guard 7
1906 guatemala 10
1907 guatemalan 1
1908 guei 13
1909 guerrilla 1
1910 guess 2
1911 guest 2
1912 guevara 1
1913 guid 1
1914 guillermo 1
1915 guilti 6
1916 gujarat 9
1917 gujarati 1
1918 gujral 1
1919 gulf 4
1920 gull 1
1921 gullast 1
1922 gun 5
1923 gunfir 1
1924 gunman 2
1925 gupta 2
1926 gustavo 6
1927 guy 3
1928 gymnasium 3
1929 gyro 2
1930 gyrocompass 1
1931 gyroscop 3
1932 h 2
1933 ha 1
1934 haddock 1
1935 hager 2
1936 hagu 2
1937 hail 2
1938 haiphong 1
1939 hair 1
1940 half 13
1941 halfway 1
1942 haliberton 1
1943 hall 1
1944 halliburton 2
1945 hallway 2
1946 halprin 3
1947 halt 5
1948 hama 1
1949 hamilton 1
1950 hammer 1
1951 hammerfest 1
1952 hampshir 1
1953 hampton 1
1954 hand 22
1955 handcuf 1
1956 handgun 1
1957 handi 2
1958 handl 6
1959 handov 4
1960 hang 1
1961 hanoi 13
1962 hantuchova 4
1963 happen 17
1964 happi 3
1965 happier 1
1966 haraldseid 1
1967 harass 1
1968 harbor 4
1969 harburi 3
1970 hard 14
1971 hardcourt 1
1972 harden 2
1973 harder 3
1974 hardest 3
1975 hardli 1
1976 haren 2
1977 harm 2
1978 harper 5
1979 harri 1
1980 harsh 6
1981 harshli 2
1982 harvard 1
1983 hassl 1
1984 hatch 1
1985 hatr 1
1986 haul 1
1987 haunt 1
1988 hawaii 4
1989 hawkin 11
1990 head 28
1991 headquart 10
1992 heal 1
1993 health 10
1994 healthi 1
1995 heap 1
1996 hear 10
1997 heard 22
1998 heardnb 1
1999 heart 5
2000 heartbreak 1
2001 heat 3
2002 heavi 9
2003 heavili 4
2004 heavyweight 1
2005 height 1
2006 heighten 6
2007 heist 1
2008 held 27
2009 helena 1
2010 helicopt 3
2011 hello 1
2012 helmet 1
2013 help 54
2014 henc 1
2015 henman 4
2016 henri 10
2017 henrieta 1
2018 herd 5
2019 heritag 1
2020 hernandez 1
2021 hero 1
2022 heroism 1
2023 herwig 1
2024 hetal 1
2025 hewitt 3
2026 hezbollah 1
2027 hi 1
2028 hicham 4
2029 hickl 1
2030 hide 6
2031 hien 1
2032 high 24
2033 higher 5
2034 highest 2
2035 highli 8
2036 highlight 3
2037 highway 6
2038 hill 2
2039 hillari 7
2040 hilli 6
2041 hillsboro 1
2042 hillsid 5
2043 hilton 1
2044 hindu 4
2045 hing 2
2046 hingi 6
2047 hint 1
2048 hip 1
2049 hire 3
2050 hiro 4
2051 hisashi 2
2052 histor 4
2053 histori 10
2054 hit 25
2055 hitler 1
2056 hiv 1
2057 ho 10
2058 hobbl 1
2059 hoe 2
2060 hold 25
2061 holden 1
2062 holder 1
2063 holdup 5
2064 hole 15
2065 holiday 6
2066 hollow 1
2067 hollywood 2
2068 home 41
2069 homecom 1
2070 homeland 6
2071 homeless 2
2072 homemad 1
2073 hometown 5
2074 hondura 6
2075 honduran 5
2076 honest 2
2077 honestli 2
2078 honk 1
2079 honor 10
2080 hoogenboom 1
2081 hope 32
2082 horiuchi 2
2083 horizon 2
2084 horn 3
2085 horribl 3
2086 hors 2
2087 horseback 1
2088 hospit 15
2089 host 4
2090 hostag 2
2091 hostil 2
2092 hotel 9
2093 hotli 2
2094 hour 32
2095 hous 63
2096 household 1
2097 housew 1
2098 houston 1
2099 howard 3
2100 howev 13
2101 http 18
2102 hub 1
2103 hubbel 2
2104 hubbl 1
2105 huber 1
2106 huddl 1
2107 hue 1
2108 hug 1
2109 huge 9
2110 hulk 2
2111 hull 7
2112 human 11
2113 humanitarian 5
2114 humbler 1
2115 hundr 32
2116 hung 1
2117 hungari 1
2118 hungri 2
2119 hunt 2
2120 hunter 5
2121 hurdl 1
2122 hurrican 1
2123 hurt 1
2124 husband 6
2125 huski 1
2126 hyderabad 3
2127 hygien 1
2128 hymn 1
2129 hyperinfl 2
2130 hypothet 2
2131 hyster 1
2132 icn 1
2133 icon 1
2134 idaho 2
2135 idea 5
2136 ideal 1
2137 ident 2
2138 identif 6
2139 identifi 18
2140 ignomini 2
2141 ignor 6
2142 igor 4
2143 ii 10
2144 iii 3
2145 il 1
2146 ilic 1
2147 ill 2
2148 illeg 9
2149 illegitim 3
2150 illinoi 1
2151 illustr 1
2152 ilya 2
2153 imag 1
2154 imagin 4
2155 immedi 26
2156 immens 1
2157 immigr 7
2158 immun 1
2159 impact 6
2160 impass 2
2161 imped 3
2162 impercept 1
2163 imperson 2
2164 implement 1
2165 implic 3
2166 import 22
2167 importantli 1
2168 impos 3
2169 imposs 6
2170 impress 4
2171 imprison 1
2172 improb 1
2173 improperli 1
2174 improv 8
2175 impun 3
2176 inabl 1
2177 inaccur 1
2178 inappropri 4
2179 inaugur 1
2180 incap 2
2181 incapac 4
2182 incarcer 1
2183 incens 1
2184 incid 11
2185 includ 46
2186 incomprehens 1
2187 inconclus 1
2188 increas 3
2189 increasingli 3
2190 incred 1
2191 incumb 1
2192 inde 4
2193 indecis 1
2194 indefinit 3
2195 independ 12
2196 india 15
2197 indian 14
2198 indic 5
2199 indict 3
2200 indign 2
2201 indirectli 1
2202 individu 1
2203 indochina 2
2204 indonesia 3
2205 induc 1
2206 industri 7
2207 ineffectu 1
2208 ineffici 1
2209 inelig 1
2210 inevit 3
2211 infect 3
2212 infight 3
2213 inflam 2
2214 inflamm 2
2215 inflat 2
2216 inflict 5
2217 influenc 8
2218 inform 26
2219 infrastructur 2
2220 initi 8
2221 injur 31
2222 injuri 23
2223 inlay 1
2224 inmat 9
2225 inner 4
2226 innoc 6
2227 innsbrook 2
2228 inquiri 2
2229 insid 21
2230 insist 17
2231 inspect 3
2232 inspector 3
2233 instabl 2
2234 instal 5
2235 instanc 2
2236 instant 1
2237 instantli 1
2238 instead 5
2239 institut 7
2240 instruct 2
2241 instrument 3
2242 insur 3
2243 intact 2
2244 integr 2
2245 intellectu 1
2246 intellig 14
2247 intend 6
2248 intens 5
2249 intensifi 1
2250 intent 9
2251 interact 1
2252 interest 12
2253 interfax 3
2254 interim 2
2255 intermitt 1
2256 intern 39
2257 internet 4
2258 interpret 1
2259 intersect 2
2260 interv 1
2261 interven 1
2262 intervent 4
2263 interview 15
2264 intim 1
2265 intimid 3
2266 intrigu 1
2267 introduc 1
2268 invent 3
2269 invest 5
2270 investig 40
2271 investor 5
2272 invinc 2
2273 invit 5
2274 involv 14
2275 iowa 3
2276 ipd 1
2277 iron 1
2278 irregular 5
2279 irrespons 2
2280 irv 8
2281 ise 1
2282 isff 1
2283 isham 2
2284 islam 3
2285 islamabad 1
2286 island 4
2287 isol 1
2288 isra 9
2289 israel 11
2290 issu 20
2291 italian 1
2292 itch 2
2293 item 1
2294 itinerari 2
2295 itogi 1
2296 iv 1
2297 ivanov 2
2298 ivashkov 1
2299 ivori 15
2300 ivorian 8
2301 iwo 1
2302 jack 7
2303 jackhamm 1
2304 jacobson 1
2305 jag 1
2306 jail 11
2307 jaim 5
2308 jaisalm 1
2309 jake 10
2310 jalpataua 5
2311 jam 3
2312 jame 8
2313 janet 4
2314 januari 3
2315 japan 17
2316 japanes 10
2317 jayn 1
2318 jd 1
2319 jealous 1
2320 jean 6
2321 jeevan 1
2322 jefferson 9
2323 jelena 1
2324 jen 1
2325 jennif 5
2326 jerri 5
2327 jerudong 1
2328 jet 3
2329 jewelri 1
2330 jewish 1
2331 jhonni 1
2332 jiang 5
2333 jihad 1
2334 jim 5
2335 jima 1
2336 jimmi 3
2337 jiri 3
2338 job 16
2339 joe 1
2340 john 25
2341 johnson 2
2342 join 14
2343 joint 7
2344 jointli 1
2345 joke 3
2346 jolt 1
2347 jonathan 4
2348 jone 8
2349 jorg 2
2350 jose 1
2351 joseph 7
2352 journalist 5
2353 journey 1
2354 joust 1
2355 juan 8
2356 jubil 1
2357 judg 14
2358 judici 2
2359 judiciari 1
2360 judith 1
2361 juli 16
2362 julio 1
2363 jump 1
2364 june 11
2365 junk 6
2366 junta 9
2367 juri 1
2368 justic 15
2369 justif 2
2370 justifi 2
2371 kafelnikov 5
2372 kahn 1
2373 kalamazoo 1
2374 kan 1
2375 kansa 4
2376 karachi 3
2377 kashmir 1
2378 kasich 1
2379 kathia 1
2380 katmandu 1
2381 keep 19
2382 keith 3
2383 kemba 1
2384 kemp 4
2385 kenedi 6
2386 kennedi 3
2387 kenneth 1
2388 kenya 1
2389 kept 8
2390 kera 1
2391 key 12
2392 kgb 2
2393 kha 1
2394 khobar 1
2395 kidnap 5
2396 kiefer 2
2397 kill 66
2398 killer 3
2399 kilomet 1
2400 kim 8
2401 kin 1
2402 kind 18
2403 king 3
2404 kiss 2
2405 kissimme 1
2406 kit 4
2407 klebanov 2
2408 kmov 4
2409 knee 1
2410 knew 3
2411 knife 1
2412 knippschild 1
2413 knock 9
2414 know 47
2415 knowledg 1
2416 known 24
2417 kofi 1
2418 koler 3
2419 kolubara 2
2420 konan 6
2421 kone 2
2422 korea 4
2423 korean 5
2424 korhogo 4
2425 korton 1
2426 kosovar 2
2427 kosovo 7
2428 kostinitca 1
2429 kostolac 1
2430 kostunica 11
2431 kothari 1
2432 kournikova 4
2433 krauss 1
2434 krishna 1
2435 kristina 1
2436 krugel 1
2437 kuerten 6
2438 kumbh 2
2439 kursk 15
2440 kutch 1
2441 l 1
2442 la 9
2443 lab 1
2444 labor 3
2445 laboratori 3
2446 labori 1
2447 lacina 1
2448 lack 2
2449 laden 1
2450 ladi 1
2451 laid 3
2452 lake 2
2453 lal 1
2454 lambert 2
2455 lamp 1
2456 land 6
2457 landscap 1
2458 landslid 16
2459 lane 1
2460 lanviara 1
2461 lao 2
2462 lapel 2
2463 lara 4
2464 lard 1
2465 larg 20
2466 larger 3
2467 largest 13
2468 larri 11
2469 lasal 1
2470 last 77
2471 late 26
2472 later 27
2473 latest 13
2474 latham 1
2475 latin 3
2476 latter 1
2477 lauderdal 1
2478 launch 3
2479 launder 3
2480 laura 2
2481 laurent 8
2482 laver 2
2483 lavish 1
2484 law 28
2485 lawmak 9
2486 lawrenc 3
2487 lawton 3
2488 lawyer 13
2489 lax 2
2490 lay 8
2491 layer 2
2492 layov 3
2493 lazili 1
2494 le 2
2495 lead 23
2496 leader 49
2497 leadership 6
2498 leak 6
2499 lean 3
2500 leap 1
2501 learn 7
2502 least 39
2503 leav 39
2504 leavenworth 2
2505 lebanon 1
2506 led 14
2507 lefortovo 4
2508 lefrotovo 1
2509 left 32
2510 leftist 4
2511 leftov 1
2512 leg 1
2513 legaci 1
2514 legal 11
2515 legend 1
2516 legisl 4
2517 legislatur 1
2518 legitim 1
2519 legitimaci 2
2520 lehrer 2
2521 leidig 1
2522 lend 1
2523 lenienc 2
2524 lennard 1
2525 leonard 6
2526 lesli 1
2527 less 13
2528 let 14
2529 lethal 1
2530 letter 9
2531 level 8
2532 leverag 1
2533 liber 2
2534 liberti 3
2535 licens 5
2536 lie 5
2537 lieberman 4
2538 lieuten 6
2539 life 22
2540 lift 7
2541 light 6
2542 lighter 1
2543 lightheartedli 2
2544 lightli 1
2545 lightn 4
2546 like 56
2547 likin 1
2548 lima 7
2549 limb 3
2550 limit 5
2551 limousin 1
2552 linda 1
2553 lindenhurt 1
2554 lindsay 7
2555 line 25
2556 linger 2
2557 link 12
2558 lip 2
2559 lisa 3
2560 list 16
2561 listen 2
2562 lit 1
2563 littl 18
2564 litton 4
2565 littor 1
2566 live 26
2567 liveliest 1
2568 lleyton 3
2569 llosa 1
2570 lloyd 3
2571 lo 5
2572 load 5
2573 loan 8
2574 lob 1
2575 lobbi 2
2576 lobito 1
2577 local 19
2578 locat 4
2579 lock 5
2580 logic 2
2581 logvinovich 1
2582 london 2
2583 lone 1
2584 long 30
2585 longer 15
2586 longstand 2
2587 longtim 14
2588 look 35
2589 loom 1
2590 loop 1
2591 loos 3
2592 loosen 1
2593 looser 1
2594 loot 1
2595 lopez 3
2596 lord 1
2597 lorenzo 4
2598 lori 1
2599 lose 17
2600 loser 1
2601 loss 10
2602 lost 22
2603 lot 22
2604 lou 1
2605 loud 5
2606 loudspeak 5
2607 loui 18
2608 louisiana 2
2609 love 5
2610 low 10
2611 lowel 3
2612 lower 4
2613 lowest 1
2614 loyal 1
2615 loyalist 2
2616 loyalti 1
2617 luci 1
2618 luck 1
2619 lucki 1
2620 lui 2
2621 lumberjack 1
2622 lunch 3
2623 luong 1
2624 lush 1
2625 lust 1
2626 lutheran 1
2627 lyhoog 1
2628 lyndon 2
2629 lynn 1
2630 maceda 1
2631 machaca 1
2632 machin 1
2633 mad 1
2634 madden 1
2635 made 40
2636 madelein 11
2637 madra 4
2638 madrid 9
2639 mafia 2
2640 magana 6
2641 magazin 6
2642 magistr 1
2643 magnat 1
2644 magnitud 15
2645 magnu 4
2646 magnum 4
2647 mahajan 2
2648 mahmood 1
2649 mail 4
2650 main 18
2651 mainli 1
2652 maintain 6
2653 mainten 2
2654 major 38
2655 make 32
2656 makeshift 3
2657 malaysia 3
2658 malaysian 2
2659 male 2
2660 malfunct 5
2661 mali 1
2662 malic 1
2663 mamad 2
2664 man 28
2665 manag 9
2666 manama 3
2667 mandat 1
2668 mandatori 3
2669 mandela 1
2670 maneuv 2
2671 mangl 3
2672 manhunt 9
2673 mani 64
2674 manifest 1
2675 manind 1
2676 manipul 3
2677 mann 1
2678 manner 4
2679 manorama 1
2680 mansfield 1
2681 mansion 12
2682 manual 1
2683 manufactur 5
2684 map 3
2685 mar 3
2686 maradiaga 1
2687 marat 10
2688 marbl 1
2689 march 13
2690 marcher 2
2691 marco 5
2692 margaret 1
2693 margin 4
2694 mari 2
2695 maria 5
2696 marija 1
2697 marin 5
2698 mario 1
2699 maritim 3
2700 mark 9
2701 market 6
2702 marketplac 1
2703 marko 1
2704 markov 1
2705 marquez 8
2706 marri 1
2707 marrow 1
2708 marshal 1
2709 martha 1
2710 martina 6
2711 masquerad 1
2712 mass 6
2713 massiv 14
2714 master 2
2715 masteri 1
2716 mastermind 2
2717 match 12
2718 mate 1
2719 materi 4
2720 math 1
2721 mathemat 1
2722 matter 9
2723 mattress 2
2724 mauricio 1
2725 mausoleum 1
2726 maxim 1
2727 maximum 4
2728 may 39
2729 mayb 7
2730 mayor 3
2731 mcauliff 3
2732 mccain 2
2733 mcdonald 1
2734 mcdougal 4
2735 mcduge 1
2736 md 1
2737 meal 1
2738 mean 14
2739 meant 3
2740 meanwhil 8
2741 measur 12
2742 meat 1
2743 mechan 1
2744 medal 1
2745 medalist 1
2746 media 9
2747 mediat 6
2748 medic 17
2749 medicar 1
2750 medicin 2
2751 medina 5
2752 medium 1
2753 meet 27
2754 mehta 1
2755 mel 15
2756 mela 2
2757 melbourn 8
2758 melissa 1
2759 melros 1
2760 member 23
2761 memori 11
2762 men 35
2763 menet 1
2764 mention 4
2765 merci 2
2766 mere 4
2767 merit 2
2768 messag 4
2769 met 4
2770 metal 8
2771 meteorolog 2
2772 meteorologist 3
2773 method 1
2774 methodist 1
2775 mexican 1
2776 mexico 15
2777 mi 1
2778 mia 4
2779 miami 2
2780 miand 1
2781 michael 10
2782 michel 1
2783 mickelson 3
2784 midday 2
2785 middl 20
2786 mideast 3
2787 midnight 5
2788 midst 1
2789 midstream 1
2790 midweek 1
2791 might 19
2792 migrant 1
2793 migrat 1
2794 miguel 7
2795 mike 8
2796 miklaszeski 1
2797 miklaszewski 1
2798 milan 1
2799 mild 2
2800 mile 35
2801 militari 35
2802 milk 1
2803 milken 7
2804 mill 1
2805 millimet 2
2806 million 30
2807 milosev 17
2808 min 1
2809 mind 8
2810 mine 12
2811 miner 3
2812 ming 1
2813 minh 9
2814 minimum 2
2815 minist 33
2816 ministri 8
2817 minivan 1
2818 minnesota 1
2819 minor 9
2820 minut 16
2821 miracul 1
2822 mirjana 1
2823 miscalcul 1
2824 miseri 1
2825 misfir 2
2826 misinform 1
2827 misrepres 1
2828 miss 39
2829 missil 3
2830 mission 11
2831 mississippi 2
2832 missouri 16
2833 mistak 2
2834 mistaken 2
2835 mistreat 2
2836 mitchel 2
2837 mob 2
2838 mobil 1
2839 mock 2
2840 mockeri 1
2841 mode 1
2842 moder 9
2843 modern 2
2844 mogul 2
2845 moham 2
2846 mole 1
2847 moment 15
2848 momentum 5
2849 monday 48
2850 monetari 2
2851 money 8
2852 monger 1
2853 monica 6
2854 monitor 2
2855 monopol 1
2856 montecino 2
2857 montenegro 1
2858 montesino 7
2859 month 52
2860 moo 1
2861 mood 1
2862 moor 3
2863 moral 5
2864 morali 1
2865 moratorium 2
2866 morgu 1
2867 mori 5
2868 morn 25
2869 morri 1
2870 mortar 1
2871 moscow 23
2872 mosquito 1
2873 mostli 6
2874 motel 1
2875 mother 9
2876 motion 1
2877 motiv 2
2878 motorbik 1
2879 motorcad 2
2880 motorcycl 1
2881 mound 2
2882 mount 9
2883 mountain 4
2884 mourn 5
2885 mourner 5
2886 move 20
2887 movement 7
2888 movi 2
2889 mph 4
2890 mr 1
2891 much 36
2892 mud 5
2893 muddi 1
2894 muffl 1
2895 mug 1
2896 mullin 2
2897 multiparti 1
2898 multipl 1
2899 multistori 3
2900 mum 2
2901 mumbai 1
2902 munich 1
2903 municip 4
2904 murder 14
2905 murmansk 1
2906 murphi 3
2907 musharraf 2
2908 muslim 3
2909 must 13
2910 mute 6
2911 mutil 2
2912 mutini 4
2913 mydan 1
2914 mysteri 5
2915 myth 1
2916 na 1
2917 nachtig 4
2918 nadu 1
2919 nagyova 1
2920 name 25
2921 nanci 1
2922 narcot 3
2923 narrow 5
2924 nasa 1
2925 nassou 2
2926 nasti 1
2927 nation 68
2928 nationalist 2
2929 nationwid 8
2930 nativ 7
2931 nato 3
2932 natta 1
2933 natur 4
2934 nauf 1
2935 naval 11
2936 navi 27
2937 navig 2
2938 navrotski 3
2939 nazi 2
2940 nbc 10
2941 ne 1
2942 near 35
2943 nearbi 11
2944 nearest 1
2945 nearli 19
2946 necessari 5
2947 necessarili 1
2948 necessit 1
2949 neck 1
2950 ned 1
2951 need 27
2952 neglig 1
2953 negoti 13
2954 neighbor 20
2955 neighborhood 12
2956 neither 6
2957 nelson 1
2958 nemesi 1
2959 nena 1
2960 nenad 2
2961 nene 1
2962 nepal 6
2963 nephew 3
2964 nerv 1
2965 nervou 1
2966 ness 1
2967 net 17
2968 netherland 1
2969 network 2
2970 neutral 1
2971 nevada 1
2972 never 23
2973 new 75
2974 newburi 3
2975 newer 1
2976 newest 2
2977 newli 4
2978 newlyw 1
2979 newport 2
2980 news 65
2981 newscast 2
2982 newspap 5
2983 newsweek 3
2984 newswir 1
2985 next 42
2986 ngan 1
2987 nguyen 3
2988 ni 1
2989 nicaragua 1
2990 nice 1
2991 nicknam 3
2992 nicodem 2
2993 nicola 4
2994 nien 2
2995 night 35
2996 nightgown 1
2997 nighttim 3
2998 nina 2
2999 nineti 1
3000 nixon 6
3001 nobl 2
3002 nobodi 3
3003 nomin 4
3004 nomine 1
3005 none 11
3006 nonexist 3
3007 nonpartisan 1
3008 nonprofit 1
3009 nonstop 1
3010 nonviol 3
3011 nonword 1
3012 noon 1
3013 norfolk 4
3014 norm 1
3015 normal 17
3016 norman 4
3017 north 21
3018 northeast 2
3019 northeastern 1
3020 northern 11
3021 northwest 10
3022 northwestern 2
3023 norway 4
3024 norwegian 8
3025 notabl 3
3026 note 13
3027 noth 12
3028 notifi 5
3029 novemb 9
3030 novosti 1
3031 nowher 2
3032 npr 4
3033 ntsb 4
3034 nuclear 15
3035 number 23
3036 numer 1
3037 nw 1
3038 ny 1
3039 oa 2
3040 oasi 1
3041 object 5
3042 oblig 2
3043 obliqu 1
3044 obscur 1
3045 observ 7
3046 obsess 1
3047 obstacl 9
3048 obstruct 1
3049 obtain 8
3050 obviou 2
3051 obvious 8
3052 occas 2
3053 occasion 4
3054 occup 1
3055 occupi 1
3056 occur 7
3057 ocean 3
3058 octob 7
3059 odd 4
3060 odlon 1
3061 offend 3
3062 offens 1
3063 offer 16
3064 offic 61
3065 offici 82
3066 offshor 2
3067 ofici 1
3068 often 12
3069 oh 2
3070 ohio 2
3071 oik 1
3072 oil 6
3073 ok 5
3074 okay 2
3075 oklahoma 2
3076 old 13
3077 older 2
3078 oldest 1
3079 oleg 1
3080 olivera 3
3081 olymp 3
3082 om 1
3083 ombudsman 2
3084 omin 1
3085 omit 1
3086 onboard 4
3087 one 7
3088 onetim 1
3089 ongo 1
3090 onlook 2
3091 onto 7
3092 open 57
3093 openli 3
3094 oper 24
3095 opinion 3
3096 oppon 10
3097 opportun 1
3098 oppos 5
3099 opposit 39
3100 optimist 4
3101 option 4
3102 opul 2
3103 orang 1
3104 orbit 1
3105 order 16
3106 orderli 2
3107 ordinari 1
3108 oregon 1
3109 organ 19
3110 orient 2
3111 origin 9
3112 orlean 1
3113 ortega 1
3114 orthodox 4
3115 osama 1
3116 oshman 6
3117 oskinoff 1
3118 osteochondrosi 1
3119 ostrichlik 1
3120 other 21
3121 otherwis 4
3122 ottoman 2
3123 ouattara 11
3124 ouof 1
3125 oust 6
3126 ouster 2
3127 outbreak 2
3128 outburst 1
3129 outcom 9
3130 outer 6
3131 outgo 1
3132 outliv 1
3133 outmaneuv 1
3134 outpour 1
3135 output 1
3136 outrag 2
3137 outright 4
3138 outsid 33
3139 outspoken 1
3140 outward 1
3141 overal 2
3142 overdo 1
3143 overec 1
3144 overflow 2
3145 overhaul 1
3146 overhead 3
3147 overli 2
3148 overlook 1
3149 overnight 6
3150 overpow 2
3151 overse 5
3152 oversea 5
3153 overst 1
3154 overtaken 1
3155 overtim 1
3156 overtur 1
3157 overwhelm 1
3158 owe 3
3159 own 1
3160 owner 5
3161 oxfam 1
3162 p 1
3163 pace 4
3164 pacif 9
3165 pack 5
3166 packag 1
3167 pact 1
3168 paddi 6
3169 padella 1
3170 page 8
3171 paid 4
3172 pain 8
3173 painstakingli 2
3174 pair 6
3175 pajoli 1
3176 pakistan 10
3177 pakistani 2
3178 palacio 1
3179 palestin 1
3180 palestinian 6
3181 pall 2
3182 palm 1
3183 pan 1
3184 panama 10
3185 pandya 2
3186 paneagua 1
3187 panel 3
3188 paniagua 7
3189 panic 7
3190 panick 3
3191 paper 2
3192 parad 5
3193 paradox 1
3194 paramed 1
3195 paramilitari 2
3196 paranoia 2
3197 pardon 16
3198 parent 16
3199 pari 2
3200 pariah 2
3201 parishion 1
3202 park 11
3203 parliament 4
3204 parol 6
3205 part 32
3206 parti 26
3207 partial 1
3208 particip 12
3209 particular 4
3210 particularli 4
3211 partner 8
3212 parvail 1
3213 paso 3
3214 pass 11
3215 passag 2
3216 passion 1
3217 passiv 1
3218 passport 1
3219 past 22
3220 pastri 1
3221 pastur 1
3222 patel 1
3223 patera 1
3224 path 3
3225 patienc 1
3226 patient 3
3227 patrick 7
3228 patrol 1
3229 pauciti 1
3230 paul 5
3231 paval 1
3232 pavel 3
3233 pavelo 1
3234 pavement 1
3235 pay 4
3236 payment 2
3237 pb 2
3238 pdci 3
3239 peac 25
3240 peak 1
3241 pearland 1
3242 pedestrian 1
3243 pedro 1
3244 peer 3
3245 pelki 3
3246 peltier 10
3247 pend 2
3248 penetr 1
3249 peninsula 8
3250 penitentiari 1
3251 pennsylvania 1
3252 pentagon 11
3253 peopl 87
3254 perceiv 2
3255 percent 18
3256 percentag 1
3257 perch 3
3258 perdu 3
3259 perez 1
3260 perfect 2
3261 perform 6
3262 pergram 1
3263 perhap 2
3264 peril 1
3265 period 5
3266 peripher 1
3267 perish 1
3268 perman 2
3269 permiss 2
3270 permit 6
3271 persecut 2
3272 persian 4
3273 persist 2
3274 person 18
3275 personnel 9
3276 perspect 2
3277 persuad 6
3278 peru 15
3279 peruano 1
3280 peruvian 12
3281 pervez 2
3282 peshawar 1
3283 pete 15
3284 peter 5
3285 petersburg 2
3286 peterson 3
3287 petier 1
3288 petit 4
3289 pharmaceut 1
3290 phieu 1
3291 philadelphia 1
3292 philip 2
3293 philippin 1
3294 phone 17
3295 photo 4
3296 photograph 3
3297 physic 3
3298 pick 9
3299 pickup 2
3300 pictur 7
3301 piec 8
3302 pier 2
3303 pierc 1
3304 pierr 1
3305 pike 1
3306 pile 5
3307 pilgrim 2
3308 pilot 11
3309 pin 4
3310 pine 8
3311 pipe 3
3312 pipelin 1
3313 pistol 5
3314 pit 2
3315 pivot 2
3316 pizza 2
3317 place 28
3318 plagu 2
3319 plain 2
3320 plainli 1
3321 plan 42
3322 plane 22
3323 planeload 3
3324 plant 4
3325 plaster 1
3326 plastic 4
3327 plate 5
3328 plateau 1
3329 play 23
3330 player 10
3331 plea 1
3332 plead 10
3333 pleas 2
3334 pleasur 1
3335 pled 1
3336 pledg 4
3337 plight 2
3338 plot 4
3339 plotnikov 1
3340 plug 2
3341 plung 5
3342 po 1
3343 pocket 1
3344 podgorica 2
3345 point 24
3346 poland 1
3347 polic 39
3348 policeman 2
3349 polici 11
3350 polish 1
3351 polit 45
3352 politician 6
3353 poll 12
3354 pollard 4
3355 pollut 1
3356 pondicherri 2
3357 pooh 1
3358 pool 1
3359 poor 1
3360 poorli 1
3361 pope 19
3362 popul 3
3363 popular 16
3364 populist 2
3365 port 15
3366 portabl 1
3367 portion 2
